age,articleNumber,bias-question,country,gender,language1,newsOutlet,politics,url
43,46.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/houstonians-on-edge-following-3-deadly-road-rage-shootings-over-the-weekend
38,276.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
48,268.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61029445
43,275.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60789022
44,267.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
25,258.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
26,104.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/weather/severe-weather-south-thursday/index.html
25,207.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/universal-studios-hollywood-guests-rescued-from-ride-after-power-goes-out
31,45.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/feds-rearrest-louisville-suspect-blm-fund-attempt-mayoral-candidates-life
29,431.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/critics-blast-obamas-russia-claims-intel-operatives-wont-admit-they-were-wrong-on-hunter-biden-laptop
25,94.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
23,209.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-scotland-61031326
29,384.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61033126
25,49.0,is-biased,United Kingdom,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61029445
38,376.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
25,78.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/07/tech/spacex-iss-tourism-mission-scn/index.html
28,79.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
32,437.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ny-judge-dead-federal-agents-search-buffalo-home
31,440.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60699186
33,427.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/minneapolis-man-filmed-deadly-beating-sent-video-to-victims-family-complaint
29,100.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
50,93.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/08/opinions/tiger-woods-masters-comeback-accident-jones/index.html
38,489.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60826311
25,258.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/man-beaten-stabbed-on-chicago-transit-in-third-violent-attack-in-as-many-days
40,45.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/12-massachusetts-state-troopers-fired-for-refusing-to-comply-with-vaccine-mandate
69,127.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61003674
27,219.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60818243
23,390.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/12-massachusetts-state-troopers-fired-for-refusing-to-comply-with-vaccine-mandate
47,85.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/ocean-drive-miami-shooting-injured/index.html
24,214.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/08/golf/tiger-woods-second-round-the-masters-spt-intl/index.html
41,360.0,is-biased,Other,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60999246
33,285.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/all-black-women-army-congressional-gold-medal/index.html
55,349.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
60,141.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/business-60333565
31,23.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/us/texas-wildfires-monday/index.html
62,357.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61031583
31,414.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
28,177.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047565
50,342.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60947937
30,274.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
25,154.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
30,164.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/world/far-near-sides-of-the-moon-difference-scn/index.html
51,131.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/who-is-judge-elizabeth-scherer
62,171.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
47,446.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/politics/liz-cheney-january-6-committee-cnntv/index.html
43,134.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/washington-d-c-men-who-allegedly-posed-as-federal-agents-had-stockpile-of-weapons-new-filing-shows
33,324.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-charged-violent-spree-anti-semitic-remarks-stabbing-orthodox-jewish-man-adl
28,432.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/who-is-judge-elizabeth-scherer
36,277.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/nyc-landlord-tenants-paying-rent
69,163.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/texas-district-attorney-drops-murder-charge/index.html
27,224.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018765
54,72.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
39,420.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
33,64.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/florida-fair-ride-operator-trapped-orlando
34,369.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60642926
33,211.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/yale-university-free-speech-panel-disrupted
34,337.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/capitol-fox-kits-euthanized-rabies-dc
41,463.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/nyc-nypd-police-weekend-shooting-victims-shot
25,290.0,is-biased,India,Male,English,FOX,Conservative,https://www.foxnews.com/us/texas-gov-greg-abbott-migrants-capitol-dc
33,113.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
45,118.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
44,96.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/opinions/tiger-woods-masters-comeback-accident-jones/index.html
40,299.0,is-not-biased,China,Female,Chinese,FOX,Independent,https://www.foxnews.com/us/nyc-landlord-tenants-paying-rent
38,426.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
25,213.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/north-korea-nuclear-satellite-images/index.html
33,383.0,is-biased,Colombia,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
47,223.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60816960
32,137.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61027374
42,227.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/sport/la-lakers-fire-frank-vogel-spt-intl/index.html
37,389.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/science-environment-60788761
56,212.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005390
57,475.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
54,380.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60810468
28,250.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60758401
30,204.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/driver-highway-philadelphia-dies-tire-crashes-windshield
27,484.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/entertainment/kyiv-calling-ukrainian-band-covers-the-clash-trnd/index.html
40,199.0,is-biased,Georgia,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60826311
56,367.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
40,117.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
37,239.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
28,344.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/world/far-near-sides-of-the-moon-difference-scn/index.html
25,461.0,is-biased,India,Female,English,CNN,Independent,https://www.cnn.com/2022/03/21/politics/trump-appeal-ny-attorney-general-investigation-depositions/index.html
30,20.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
49,393.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/entertainment/kanye-west-banned-grammys-trevor-noah/index.html
48,146.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/california-chevron-refinery-strike
25,440.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60699186
37,352.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/opinions/ukraine-biden-peace-deal-dowling/index.html
40,156.0,is-not-biased,United States,Female,English,BBC,Other,https://www.bbc.co.uk/news/science-environment-61044759
51,13.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
44,101.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nyc-shooting-outside-bronx-school-kills-teen-injures-two-others
25,50.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
25,284.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
47,48.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60999246
20,484.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/houston-car-dealership-employee-thwarts-attempted-armed-robbery
39,369.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60989415
27,203.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/maryland-police-release-footage-of-sick-attack-on-senior-citizen
42,144.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
29,344.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/california-homeowner-beats-up-suspected-burglar-during-robbery
40,45.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
22,43.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nyc-high-school-shooting-charged-with-murder
38,45.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
34,137.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
35,130.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61026996
57,417.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
23,416.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
39,307.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/critics-blast-obamas-russia-claims-intel-operatives-wont-admit-they-were-wrong-on-hunter-biden-laptop
53,212.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005390
75,212.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/severe-weather-coming-to-texas-southeast
40,29.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60947937
